LCLid,Acorn,cluster_id
MAC001843,ACORN-A,0
MAC001844,ACORN-Q,1
MAC001845,ACORN-L,1
MAC001846,ACORN-J,0
MAC001847,ACORN-F,2
MAC001848,ACORN-F,2
MAC001849,ACORN-E,2
MAC001850,ACORN-O,1
MAC001851,ACORN-U,0
MAC001852,ACORN-E,2
MAC001853,ACORN-E,0
MAC001854,ACORN-E,2
MAC001855,ACORN-E,2
MAC001856,ACORN-E,2
MAC001857,ACORN-G,2
MAC001858,ACORN-H,2
MAC001859,ACORN-H,0
MAC001860,ACORN-F,2
MAC001861,ACORN-F,0
MAC001862,ACORN-E,0
MAC001863,ACORN-Q,1
MAC001864,ACORN-L,0
MAC001865,ACORN-I,2
MAC001866,ACORN-N,1
MAC001867,ACORN-D,2
MAC001868,ACORN-K,1
MAC001869,ACORN-D,2
MAC001870,ACORN-G,2
MAC001871,ACORN-Q,1
MAC001872,ACORN-L,1
MAC001873,ACORN-D,2
MAC001874,ACORN-M,1
MAC001875,ACORN-I,2
MAC001876,ACORN-Q,1
MAC001877,ACORN-F,2
MAC001878,ACORN-Q,0
MAC001879,ACORN-F,2
MAC001880,ACORN-Q,1
MAC001881,ACORN-G,2
MAC001882,ACORN-L,1
MAC001883,ACORN-P,1
MAC001884,ACORN-E,2
MAC001885,ACORN-Q,0
MAC001886,ACORN-E,2
MAC001887,ACORN-O,1
MAC001888,ACORN-K,1
MAC001889,ACORN-E,2
MAC001890,ACORN-F,2
MAC001891,ACORN-H,2
MAC001892,ACORN-M,1
MAC001893,ACORN-A,0
MAC001894,ACORN-Q,1
MAC001895,ACORN-E,0
MAC001896,ACORN-E,2
MAC001897,ACORN-D,2
MAC001898,ACORN-Q,1
MAC001899,ACORN-Q,1
MAC001900,ACORN-J,2
MAC001901,ACORN-F,2
MAC001902,ACORN-E,0
MAC001903,ACORN-F,2
MAC001904,ACORN-Q,1
MAC001905,ACORN-E,2
MAC001906,ACORN-F,2
MAC001907,ACORN-Q,1
MAC001908,ACORN-Q,1
MAC001909,ACORN-L,1
MAC001910,ACORN-Q,0
MAC001911,ACORN-F,2
MAC001912,ACORN-E,2
MAC001913,ACORN-F,0
MAC001914,ACORN-E,2
MAC001915,ACORN-J,2
MAC001916,ACORN-E,2
MAC001917,ACORN-Q,1
MAC001918,ACORN-E,0
MAC001919,ACORN-E,2
MAC001920,ACORN-E,2
MAC001921,ACORN-Q,1
MAC001922,ACORN-Q,1
MAC001923,ACORN-K,1
MAC001924,ACORN-F,2
MAC001925,ACORN-L,1
MAC001926,ACORN-F,2
MAC001927,ACORN-K,1
MAC001928,ACORN-D,2
MAC001929,ACORN-K,1
MAC001930,ACORN-O,1
MAC001931,ACORN-Q,1
MAC001932,ACORN-N,1
MAC001933,ACORN-E,2
MAC001934,ACORN-F,2
MAC001935,ACORN-G,2
MAC001936,ACORN-E,2
MAC001937,ACORN-O,1
MAC001938,ACORN-E,2
MAC001939,ACORN-L,0
MAC001940,ACORN-G,2
MAC001941,ACORN-F,2
MAC001942,ACORN-L,1
MAC001943,ACORN-E,2
MAC001944,ACORN-F,2
MAC001945,ACORN-L,1
MAC001946,ACORN-F,2
MAC001947,ACORN-M,1
MAC001948,ACORN-F,2
MAC001949,ACORN-F,2
MAC001950,ACORN-E,2
MAC001951,ACORN-H,2
MAC001952,ACORN-Q,1
MAC001953,ACORN-Q,1
MAC001954,ACORN-E,2
MAC001955,ACORN-M,1
MAC001956,ACORN-D,0
MAC001957,ACORN-E,2
MAC001958,ACORN-C,2
MAC001959,ACORN-Q,1
MAC001960,ACORN-E,2
MAC001961,ACORN-F,2
MAC001962,ACORN-E,2
MAC001963,ACORN-E,2
MAC001964,ACORN-D,2
MAC001965,ACORN-F,2
MAC001966,ACORN-B,0
MAC001967,ACORN-K,1
MAC001968,ACORN-Q,1
MAC001969,ACORN-F,2
MAC001970,ACORN-E,2
MAC001971,ACORN-F,2
MAC001972,ACORN-E,2
MAC001973,ACORN-F,2
MAC001974,ACORN-F,2
MAC001975,ACORN-H,2
MAC001976,ACORN-E,2
MAC001977,ACORN-N,1
MAC001978,ACORN-E,0
MAC001979,ACORN-E,2
MAC001980,ACORN-D,2
MAC001981,ACORN-L,0
MAC001982,ACORN-N,1
MAC001983,ACORN-Q,1
MAC001984,ACORN-E,2
MAC001985,ACORN-G,2
MAC001986,ACORN-K,0
MAC001987,ACORN-E,0
MAC001988,ACORN-C,2
MAC001989,ACORN-A,0
MAC001990,ACORN-E,2
MAC001991,ACORN-H,0
MAC001992,ACORN-F,2
MAC001993,ACORN-N,1
MAC001994,ACORN-Q,1
MAC001995,ACORN-E,0
MAC001996,ACORN-H,2
MAC001997,ACORN-U,1
MAC001998,ACORN-E,2
MAC001999,ACORN-D,2
MAC002000,ACORN-M,1
MAC002001,ACORN-Q,1
MAC002002,ACORN-E,0
MAC002003,ACORN-Q,1
MAC002004,ACORN-H,2
MAC002005,ACORN-D,2
MAC002006,ACORN-E,2
MAC002007,ACORN-E,0
MAC002008,ACORN-E,2
MAC002009,ACORN-Q,1
MAC002010,ACORN-D,2
MAC002011,ACORN-Q,1
MAC002012,ACORN-F,0
MAC002013,ACORN-L,1
MAC002014,ACORN-D,2
MAC002015,ACORN-C,2
MAC002016,ACORN-E,2
MAC002017,ACORN-E,2
MAC002018,ACORN-E,2
MAC002019,ACORN-E,2
MAC002020,ACORN-H,2
MAC002021,ACORN-M,1
MAC002022,ACORN-F,2
MAC002023,ACORN-Q,1
MAC002024,ACORN-D,0
MAC002025,ACORN-A,2
MAC002026,ACORN-E,2
MAC002027,ACORN-E,2
MAC002028,ACORN-Q,1
MAC002029,ACORN-E,2
MAC002030,ACORN-F,2
MAC002031,ACORN-N,1
MAC002032,ACORN-G,0
MAC002033,ACORN-Q,1
MAC002034,ACORN-F,0
MAC002035,ACORN-Q,0
MAC002036,ACORN-D,2
MAC002037,ACORN-G,0
MAC002038,ACORN-L,1
MAC002039,ACORN-N,1
MAC002040,ACORN-Q,1
MAC002041,ACORN-L,1
MAC002042,ACORN-E,0
MAC002043,ACORN-P,1
MAC002044,ACORN-F,2
MAC002045,ACORN-Q,1
MAC002046,ACORN-E,2
MAC002047,ACORN-E,2
MAC002048,ACORN-H,0
MAC002049,ACORN-H,2
MAC002050,ACORN-D,2
MAC002051,ACORN-H,0
MAC002052,ACORN-E,2
MAC002053,ACORN-Q,1
MAC002054,ACORN-Q,1
MAC002055,ACORN-Q,1
MAC002056,ACORN-U,1
MAC002057,ACORN-Q,1
MAC002058,ACORN-E,2
MAC002059,ACORN-O,1
MAC002060,ACORN-E,2
MAC002061,ACORN-F,2
MAC002062,ACORN-H,0
MAC002063,ACORN-D,2
MAC002064,ACORN-E,0
MAC002065,ACORN-P,1
MAC002066,ACORN-E,2
MAC002067,ACORN-Q,1
MAC002068,ACORN-A,0
MAC002069,ACORN-Q,1
MAC002070,ACORN-C,2
MAC002071,ACORN-G,2
MAC002072,ACORN-E,2
MAC002073,ACORN-E,2
MAC002074,ACORN-G,2
MAC002075,ACORN-G,2
MAC002076,ACORN-N,1
MAC002077,ACORN-Q,1
MAC002078,ACORN-E,2
MAC002079,ACORN-L,0
MAC002080,ACORN-H,2
MAC002081,ACORN-H,2
MAC002082,ACORN-E,2
MAC002083,ACORN-D,2
MAC002084,ACORN-F,2
MAC002085,ACORN-K,1
MAC002086,ACORN-F,2
MAC002087,ACORN-U,0
MAC002088,ACORN-Q,1
MAC002089,ACORN-Q,1
MAC002090,ACORN-F,2
MAC002091,ACORN-E,2
MAC002092,ACORN-E,0
MAC002093,ACORN-E,2
MAC002094,ACORN-Q,1
MAC002095,ACORN-H,2
MAC002096,ACORN-E,2
MAC002097,ACORN-L,1
MAC002098,ACORN-E,2
MAC002099,ACORN-E,0
MAC002100,ACORN-E,2
MAC002101,ACORN-L,1
MAC002102,ACORN-E,0
MAC002103,ACORN-O,1
MAC002104,ACORN-G,2
MAC002105,ACORN-O,1
MAC002106,ACORN-E,2
MAC002107,ACORN-Q,1
MAC002108,ACORN-Q,1
MAC002109,ACORN-D,2
MAC002111,ACORN-K,1
MAC002112,ACORN-E,0
MAC002113,ACORN-A,2
MAC002114,ACORN-E,2
MAC002115,ACORN-H,0
MAC002116,ACORN-Q,1
MAC002117,ACORN-Q,1
MAC002118,ACORN-Q,1
MAC002119,ACORN-Q,1
MAC002120,ACORN-E,0
MAC002121,ACORN-E,2
MAC002122,ACORN-F,2
MAC002123,ACORN-H,2
MAC002124,ACORN-Q,1
MAC002125,ACORN-E,2
MAC002126,ACORN-Q,1
MAC002127,ACORN-J,2
MAC002128,ACORN-Q,1
MAC002129,ACORN-Q,1
MAC002130,ACORN-E,2
MAC002131,ACORN-E,2
MAC002132,ACORN-E,0
MAC002133,ACORN-E,2
MAC002134,ACORN-A,2
MAC002135,ACORN-E,2
MAC002136,ACORN-F,2
MAC002137,ACORN-D,0
MAC002138,ACORN-D,2
MAC002139,ACORN-Q,0
MAC002140,ACORN-E,2
MAC002141,ACORN-E,2
MAC002142,ACORN-E,2
MAC002143,ACORN-E,2
MAC002144,ACORN-D,2
MAC002145,ACORN-E,2
MAC002146,ACORN-Q,1
MAC002147,ACORN-N,1
MAC002148,ACORN-D,0
MAC002149,ACORN-F,2
MAC002150,ACORN-A,2
MAC002151,ACORN-L,1
MAC002152,ACORN-U,1
MAC002153,ACORN-D,0
MAC002154,ACORN-E,2
MAC002155,ACORN-D,0
MAC002156,ACORN-E,2
MAC002157,ACORN-D,2
MAC002158,ACORN-E,2
MAC002159,ACORN-Q,1
MAC002160,ACORN-E,2
MAC002161,ACORN-Q,1
MAC002162,ACORN-E,2
MAC002163,ACORN-F,0
MAC002164,ACORN-E,2
MAC002165,ACORN-E,0
MAC002166,ACORN-D,0
MAC002167,ACORN-O,1
MAC002168,ACORN-Q,1
MAC002169,ACORN-F,2
MAC002170,ACORN-D,0
MAC002171,ACORN-E,2
MAC002172,ACORN-E,2
MAC002173,ACORN-Q,1
MAC002174,ACORN-Q,0
MAC002175,ACORN-Q,1
MAC002176,ACORN-F,2
MAC002177,ACORN-L,1
MAC002178,ACORN-M,1
MAC002179,ACORN-E,0
MAC002180,ACORN-E,2
MAC002181,ACORN-F,2
MAC002182,ACORN-F,2
MAC002183,ACORN-F,2
MAC002184,ACORN-E,2
MAC002185,ACORN-Q,1
MAC002186,ACORN-F,2
MAC002187,ACORN-E,2
MAC002188,ACORN-H,2
MAC002189,ACORN-F,2
MAC002190,ACORN-D,0
MAC002191,ACORN-Q,1
MAC002192,ACORN-L,1
MAC002193,ACORN-F,2
MAC002194,ACORN-K,0
MAC002195,ACORN-M,1
MAC002196,ACORN-Q,1
MAC002197,ACORN-I,0
MAC002198,ACORN-H,2
MAC002199,ACORN-A,2
MAC002200,ACORN-E,2
MAC002201,ACORN-C,2
MAC002202,ACORN-E,2
MAC002203,ACORN-E,2
MAC002204,ACORN-E,2
MAC002205,ACORN-F,2
MAC002206,ACORN-Q,1
MAC002207,ACORN-E,2
MAC002208,ACORN-O,1
MAC002209,ACORN-Q,1
MAC002210,ACORN-E,2
MAC002211,ACORN-E,2
MAC002212,ACORN-L,1
MAC002213,ACORN-E,0
MAC002214,ACORN-C,2
MAC002215,ACORN-E,2
MAC002216,ACORN-N,1
MAC002217,ACORN-Q,1
MAC002218,ACORN-D,2
MAC002219,ACORN-F,2
MAC002220,ACORN-G,2
MAC002221,ACORN-E,2
MAC002222,ACORN-G,0
MAC002223,ACORN-M,0
MAC002224,ACORN-E,2
MAC002225,ACORN-E,2
MAC002226,ACORN-E,2
MAC002227,ACORN-F,2
MAC002228,ACORN-E,2
MAC002229,ACORN-Q,1
MAC002230,ACORN-D,2
MAC002231,ACORN-F,0
MAC002232,ACORN-K,1
MAC002233,ACORN-D,2
MAC002234,ACORN-Q,1
MAC002235,ACORN-I,2
MAC002236,ACORN-Q,1
MAC002237,ACORN-Q,1
MAC002238,ACORN-H,2
MAC002239,ACORN-H,2
MAC002240,ACORN-E,0
MAC002241,ACORN-E,0
MAC002242,ACORN-N,1
MAC002243,ACORN-D,0
MAC002244,ACORN-E,2
MAC002245,ACORN-G,2
MAC002246,ACORN-H,0
MAC002247,ACORN-D,2
MAC002248,ACORN-Q,1
MAC002249,ACORN-A,2
MAC002250,ACORN-E,2
MAC002251,ACORN-F,2
MAC002252,ACORN-H,2
MAC002253,ACORN-F,0
MAC002254,ACORN-F,0
MAC002255,ACORN-E,2
MAC002256,ACORN-H,0
MAC002257,ACORN-E,2
MAC002258,ACORN-Q,1
MAC002259,ACORN-E,2
MAC002260,ACORN-A,0
MAC002261,ACORN-F,2
MAC002262,ACORN-K,1
MAC002263,ACORN-H,2
MAC002264,ACORN-E,0
MAC002265,ACORN-E,2
MAC002266,ACORN-F,2
MAC002267,ACORN-D,2
MAC002268,ACORN-E,2
MAC002269,ACORN-O,0
MAC002270,ACORN-Q,1
MAC002271,ACORN-E,2
MAC002272,ACORN-M,1
MAC002273,ACORN-J,2
MAC002274,ACORN-Q,1
MAC002275,ACORN-F,2
MAC002276,ACORN-Q,1
MAC002277,ACORN-F,2
MAC002278,ACORN-F,2
MAC002279,ACORN-H,2
MAC002280,ACORN-E,2
MAC002281,ACORN-E,2
MAC002282,ACORN-E,2
MAC002283,ACORN-F,2
MAC002284,ACORN-J,2
MAC002285,ACORN-E,2
MAC002286,ACORN-F,2
MAC002287,ACORN-Q,1
MAC002288,ACORN-M,1
MAC002289,ACORN-E,2
MAC002290,ACORN-E,2
MAC002291,ACORN-K,0
MAC002292,ACORN-Q,1
MAC002293,ACORN-Q,1
MAC002294,ACORN-Q,1
MAC002295,ACORN-K,1
MAC002296,ACORN-C,2
MAC002297,ACORN-E,2
MAC002298,ACORN-Q,1
MAC002299,ACORN-O,1
MAC002300,ACORN-H,2
MAC002301,ACORN-F,2
MAC002302,ACORN-E,2
MAC002303,ACORN-J,2
MAC002304,ACORN-P,1
MAC002305,ACORN-Q,1
MAC002306,ACORN-E,2
MAC002307,ACORN-E,2
MAC002308,ACORN-Q,1
MAC002309,ACORN-H,2
MAC002310,ACORN-E,2
MAC002311,ACORN-G,2
MAC002312,ACORN-H,0
MAC002313,ACORN-E,2
MAC002314,ACORN-A,2
MAC002315,ACORN-Q,1
MAC002316,ACORN-K,1
MAC002317,ACORN-E,2
MAC002318,ACORN-Q,1
MAC002319,ACORN-E,2
MAC002320,ACORN-F,2
MAC002321,ACORN-E,0
MAC002322,ACORN-E,2
MAC002323,ACORN-H,2
MAC002324,ACORN-E,0
MAC002325,ACORN-Q,1
MAC002326,ACORN-E,2
MAC002327,ACORN-B,2
MAC002328,ACORN-Q,1
MAC002329,ACORN-F,2
MAC002330,ACORN-E,2
MAC002331,ACORN-Q,1
MAC002332,ACORN-F,2
MAC002333,ACORN-E,2
MAC002334,ACORN-E,2
MAC002335,ACORN-D,0
MAC002336,ACORN-E,2
MAC002337,ACORN-L,1
MAC002338,ACORN-E,0
MAC002339,ACORN-O,1
MAC002340,ACORN-E,2
MAC002341,ACORN-E,2
MAC002342,ACORN-L,1
MAC002343,ACORN-E,2
MAC002344,ACORN-F,2
MAC002345,ACORN-Q,1
MAC002346,ACORN-L,1
MAC002347,ACORN-Q,1
MAC002348,ACORN-F,2
MAC002349,ACORN-F,0
MAC002350,ACORN-L,1
MAC002351,ACORN-Q,1
MAC002352,ACORN-Q,1
MAC002353,ACORN-Q,1
MAC002354,ACORN-H,2
MAC002355,ACORN-E,2
MAC002356,ACORN-P,1
MAC002357,ACORN-Q,1
MAC002358,ACORN-D,0
MAC002359,ACORN-E,2
MAC002360,ACORN-E,2
MAC002361,ACORN-E,0
MAC002362,ACORN-M,0
MAC002363,ACORN-F,2
MAC002364,ACORN-Q,1
MAC002365,ACORN-Q,1
MAC002366,ACORN-P,1
MAC002367,ACORN-L,0
MAC002368,ACORN-K,1
MAC002369,ACORN-N,0
MAC002370,ACORN-E,2
MAC002371,ACORN-K,1
MAC002372,ACORN-E,2
MAC002373,ACORN-K,1
MAC002374,ACORN-E,2
MAC002375,ACORN-D,2
MAC002376,ACORN-F,0
MAC002377,ACORN-L,1
MAC002378,ACORN-E,2
MAC002379,ACORN-Q,1
MAC002380,ACORN-D,0
MAC002381,ACORN-E,2
MAC002382,ACORN-Q,1
MAC002383,ACORN-F,2
MAC002384,ACORN-Q,1
MAC002385,ACORN-M,1
MAC002386,ACORN-L,1
MAC002387,ACORN-O,1
MAC002388,ACORN-H,2
MAC002389,ACORN-F,2
MAC002390,ACORN-E,2
MAC002391,ACORN-Q,1
MAC002392,ACORN-Q,1
MAC002393,ACORN-F,2
MAC002394,ACORN-E,0
MAC002395,ACORN-F,2
MAC002396,ACORN-M,0
MAC002397,ACORN-F,2
MAC002398,ACORN-L,1
MAC002399,ACORN-E,2
MAC002400,ACORN-Q,1
MAC002401,ACORN-H,0
MAC002402,ACORN-Q,1
MAC002403,ACORN-Q,1
MAC002404,ACORN-E,2
MAC002405,ACORN-G,2
MAC002406,ACORN-O,1
MAC002407,ACORN-E,0
MAC002408,ACORN-Q,1
MAC002409,ACORN-H,2
MAC002410,ACORN-O,1
MAC002411,ACORN-H,2
MAC002412,ACORN-K,1
MAC002413,ACORN-E,2
MAC002414,ACORN-L,1
MAC002415,ACORN-N,1
MAC002416,ACORN-Q,1
MAC002417,ACORN-F,2
MAC002418,ACORN-P,1
MAC002419,ACORN-Q,1
MAC002420,ACORN-H,2
MAC002421,ACORN-E,2
MAC002422,ACORN-F,2
MAC002423,ACORN-L,1
MAC002424,ACORN-Q,1
MAC002425,ACORN-L,1
MAC002426,ACORN-Q,1
MAC002427,ACORN-Q,1
MAC002428,ACORN-D,2
MAC002429,ACORN-P,1
MAC002430,ACORN-F,2
MAC002431,ACORN-L,1
MAC002432,ACORN-E,2
MAC002433,ACORN-C,2
MAC002434,ACORN-E,2
MAC002435,ACORN-P,1
MAC002436,ACORN-E,0
MAC002437,ACORN-H,2
MAC002438,ACORN-Q,1
MAC002439,ACORN-Q,1
MAC002440,ACORN-K,1
MAC002441,ACORN-E,0
MAC002442,ACORN-E,2
MAC002443,ACORN-G,0
MAC002444,ACORN-E,2
MAC002445,ACORN-Q,1
MAC002446,ACORN-E,0
MAC002447,ACORN-E,2
MAC002448,ACORN-Q,1
MAC002449,ACORN-F,2
MAC002450,ACORN-N,1
MAC002451,ACORN-F,2
MAC002452,ACORN-P,1
MAC002453,ACORN-O,1
MAC002454,ACORN-E,2
MAC002455,ACORN-C,2
MAC002456,ACORN-N,1
MAC002457,ACORN-P,1
MAC002458,ACORN-D,2
MAC002459,ACORN-N,1
MAC002460,ACORN-F,2
MAC002461,ACORN-G,2
MAC002462,ACORN-O,1
MAC002463,ACORN-O,1
MAC002464,ACORN-Q,1
MAC002465,ACORN-F,2
MAC002466,ACORN-F,2
MAC002467,ACORN-K,1
MAC002468,ACORN-I,2
MAC002469,ACORN-E,2
MAC002470,ACORN-E,2
MAC002471,ACORN-E,2
MAC002472,ACORN-Q,1
MAC002473,ACORN-Q,1
MAC002474,ACORN-C,2
MAC002475,ACORN-Q,0
MAC002476,ACORN-H,2
MAC002477,ACORN-E,2
MAC002478,ACORN-E,2
MAC002479,ACORN-E,2
MAC002480,ACORN-F,2
MAC002481,ACORN-C,2
MAC002482,ACORN-D,0
MAC002483,ACORN-Q,1
MAC002484,ACORN-K,1
MAC002485,ACORN-U,1
MAC002486,ACORN-F,2
MAC002487,ACORN-F,2
MAC002488,ACORN-N,1
MAC002489,ACORN-F,2
MAC002490,ACORN-L,1
MAC002491,ACORN-H,2
MAC002492,ACORN-E,0
MAC002493,ACORN-H,2
MAC002494,ACORN-E,2
MAC002495,ACORN-E,2
MAC002496,ACORN-G,2
MAC002497,ACORN-D,2
MAC002498,ACORN-E,2
MAC002499,ACORN-E,2
MAC002500,ACORN-F,0
MAC002501,ACORN-Q,1
MAC002502,ACORN-F,0
MAC002503,ACORN-C,2
MAC002504,ACORN-E,2
MAC002505,ACORN-D,2
MAC002506,ACORN-E,2
MAC002507,ACORN-F,2
MAC002508,ACORN-E,2
MAC002509,ACORN-E,2
MAC002510,ACORN-E,0
MAC002511,ACORN-Q,0
MAC002512,ACORN-E,0
MAC002513,ACORN-E,2
MAC002514,ACORN-E,2
MAC002515,ACORN-H,2
MAC002516,ACORN-O,1
MAC002517,ACORN-E,2
MAC002518,ACORN-E,2
MAC002519,ACORN-E,2
MAC002520,ACORN-F,2
MAC002521,ACORN-F,2
MAC002522,ACORN-E,2
MAC002523,ACORN-Q,1
MAC002524,ACORN-K,1
MAC002525,ACORN-E,2
MAC002526,ACORN-H,0
MAC002527,ACORN-Q,1
MAC002528,ACORN-B,2
MAC002529,ACORN-F,2
MAC002530,ACORN-E,2
MAC002531,ACORN-Q,1
MAC002532,ACORN-F,2
MAC002533,ACORN-E,2
MAC002534,ACORN-E,2
MAC002535,ACORN-G,0
MAC002536,ACORN-E,2
MAC002537,ACORN-Q,1
MAC002538,ACORN-F,0
MAC002539,ACORN-E,2
MAC002540,ACORN-I,2
MAC002541,ACORN-Q,1
MAC002542,ACORN-E,2
MAC002543,ACORN-E,2
MAC002544,ACORN-H,0
MAC002545,ACORN-E,2
MAC002546,ACORN-E,2
MAC002547,ACORN-O,1
MAC002548,ACORN-E,2
MAC002549,ACORN-E,0
MAC002550,ACORN-E,2
MAC002551,ACORN-Q,1
MAC002552,ACORN-A,0
MAC002553,ACORN-L,1
MAC002554,ACORN-F,2
MAC002555,ACORN-D,2
MAC002556,ACORN-E,2
MAC002557,ACORN-E,0
MAC002558,ACORN-E,0
MAC002559,ACORN-Q,1
MAC002560,ACORN-E,2
MAC002561,ACORN-H,2
MAC002562,ACORN-A,2
MAC002563,ACORN-A,2
MAC002564,ACORN-E,2
MAC002565,ACORN-I,2
MAC002566,ACORN-Q,1
MAC002567,ACORN-E,2
MAC002568,ACORN-E,2
MAC002569,ACORN-Q,1
MAC002570,ACORN-E,0
MAC002571,ACORN-E,2
MAC002572,ACORN-Q,1
MAC002573,ACORN-E,2
MAC002574,ACORN-G,2
MAC002575,ACORN-C,2
MAC002576,ACORN-Q,1
MAC002577,ACORN-F,2
MAC002578,ACORN-E,2
MAC002579,ACORN-P,1
MAC002580,ACORN-P,1
MAC002581,ACORN-E,2
MAC002582,ACORN-C,2
MAC002583,ACORN-E,2
MAC002584,ACORN-E,2
MAC002585,ACORN-F,2
MAC002586,ACORN-F,2
MAC002587,ACORN-E,2
MAC002588,ACORN-E,2
MAC002589,ACORN-F,2
MAC002590,ACORN-E,0
MAC002591,ACORN-H,2
MAC002592,ACORN-H,0
MAC002593,ACORN-E,2
MAC002594,ACORN-Q,1
MAC002595,ACORN-C,2
MAC002596,ACORN-E,2
MAC002597,ACORN-E,2
MAC002598,ACORN-E,2
MAC002599,ACORN-C,2
MAC002600,ACORN-Q,1
MAC002601,ACORN-A,0
MAC002602,ACORN-H,2
MAC002603,ACORN-E,0
MAC002604,ACORN-C,0
MAC002605,ACORN-E,0
MAC002606,ACORN-C,2
MAC002607,ACORN-Q,1
MAC002608,ACORN-E,2
MAC002609,ACORN-E,2
MAC002610,ACORN-J,2
MAC002611,ACORN-E,0
MAC002612,ACORN-H,2
MAC002613,ACORN-A,0
MAC002614,ACORN-E,2
MAC002615,ACORN-E,2
MAC002616,ACORN-E,2
MAC002617,ACORN-E,2
MAC002618,ACORN-Q,1
MAC002619,ACORN-F,2
MAC002620,ACORN-E,2
MAC002621,ACORN-E,2
MAC002622,ACORN-D,0
MAC002623,ACORN-E,2
MAC002624,ACORN-J,2
MAC002625,ACORN-E,2
MAC002626,ACORN-E,0
MAC002627,ACORN-D,0
MAC002628,ACORN-A,0
MAC002629,ACORN-Q,1
MAC002630,ACORN-F,2
MAC002631,ACORN-H,2
MAC002632,ACORN-Q,1
MAC002633,ACORN-E,0
MAC002634,ACORN-P,1
MAC002635,ACORN-E,0
MAC002636,ACORN-E,2
MAC002637,ACORN-K,1
MAC002638,ACORN-Q,1
MAC002639,ACORN-Q,1
MAC002640,ACORN-F,2
MAC002641,ACORN-E,0
MAC002642,ACORN-Q,1
MAC002643,ACORN-L,1
MAC002644,ACORN-E,0
MAC002645,ACORN-D,2
MAC002646,ACORN-Q,1
MAC002647,ACORN-U,1
MAC002648,ACORN-E,0
MAC002649,ACORN-D,0
MAC002650,ACORN-F,2
MAC002651,ACORN-F,2
MAC002652,ACORN-Q,1
MAC002653,ACORN-Q,1
MAC002654,ACORN-H,2
MAC002655,ACORN-K,1
MAC002656,ACORN-E,2
MAC002657,ACORN-K,1
MAC002658,ACORN-H,2
MAC002659,ACORN-Q,1
MAC002660,ACORN-E,2
MAC002661,ACORN-P,1
MAC002662,ACORN-E,2
MAC002663,ACORN-E,2
MAC002664,ACORN-K,1
MAC002665,ACORN-Q,1
MAC002666,ACORN-E,2
MAC002667,ACORN-G,0
MAC002668,ACORN-L,1
MAC002669,ACORN-H,2
MAC002670,ACORN-D,0
MAC002671,ACORN-P,1
MAC002672,ACORN-F,0
MAC002673,ACORN-P,1
MAC002674,ACORN-Q,1
MAC002675,ACORN-E,2
MAC002676,ACORN-E,2
MAC002677,ACORN-E,2
MAC002678,ACORN-Q,1
MAC002679,ACORN-E,2
MAC002680,ACORN-H,2
MAC002681,ACORN-E,2
MAC002682,ACORN-F,2
MAC002683,ACORN-E,2
MAC002684,ACORN-F,2
MAC002685,ACORN-Q,1
MAC002686,ACORN-E,2
MAC002687,ACORN-Q,1
MAC002688,ACORN-H,0
MAC002689,ACORN-Q,1
MAC002690,ACORN-E,2
MAC002691,ACORN-E,2
MAC002692,ACORN-H,2
MAC002693,ACORN-E,2
MAC002694,ACORN-H,2
MAC002695,ACORN-E,2
MAC002696,ACORN-P,1
MAC002697,ACORN-E,2
MAC002698,ACORN-F,2
MAC002699,ACORN-G,2
MAC002700,ACORN-Q,1
MAC002701,ACORN-L,1
MAC002702,ACORN-E,2
MAC002703,ACORN-N,1
MAC002704,ACORN-H,2
MAC002705,ACORN-Q,1
MAC002706,ACORN-L,1
MAC002707,ACORN-Q,1
MAC002708,ACORN-G,2
MAC002709,ACORN-Q,1
MAC002710,ACORN-Q,1
MAC002711,ACORN-Q,1
MAC002712,ACORN-E,2
MAC002713,ACORN-E,2
MAC002714,ACORN-I,2
MAC002715,ACORN-F,2
MAC002716,ACORN-F,2
MAC002717,ACORN-Q,1
MAC002718,ACORN-G,2
MAC002719,ACORN-E,2
MAC002720,ACORN-U,1
MAC002721,ACORN-H,2
MAC002722,ACORN-L,1
MAC002723,ACORN-Q,1
MAC002724,ACORN-E,0
MAC002725,ACORN-D,0
MAC002726,ACORN-E,2
MAC002727,ACORN-E,2
MAC002728,ACORN-Q,1
MAC002729,ACORN-E,2
MAC002730,ACORN-E,2
MAC002731,ACORN-F,2
MAC002732,ACORN-J,2
MAC002733,ACORN-F,2
MAC002734,ACORN-O,1
MAC002735,ACORN-E,2
MAC002736,ACORN-Q,1
MAC002737,ACORN-E,2
MAC002738,ACORN-F,2
MAC002739,ACORN-N,1
MAC002740,ACORN-E,0
MAC002741,ACORN-D,0
MAC002742,ACORN-K,1
MAC002743,ACORN-Q,1
MAC002744,ACORN-E,2
MAC002745,ACORN-I,2
MAC002746,ACORN-F,2
MAC002747,ACORN-Q,1
MAC002748,ACORN-F,2
MAC002749,ACORN-H,2
MAC002750,ACORN-E,2
MAC002751,ACORN-D,0
MAC002752,ACORN-E,2
MAC002753,ACORN-F,2
MAC002754,ACORN-E,0
MAC002755,ACORN-F,0
MAC002756,ACORN-E,2
MAC002757,ACORN-E,0
MAC002758,ACORN-N,1
MAC002759,ACORN-G,2
MAC002760,ACORN-M,1
MAC002761,ACORN-E,2
MAC002762,ACORN-P,1
MAC002763,ACORN-H,0
MAC002764,ACORN-E,2
