LCLid,Acorn,cluster_id
MAC003691,ACORN-O,1
MAC003692,ACORN-L,1
MAC003693,ACORN-Q,1
MAC003694,ACORN-O,1
MAC003695,ACORN-G,2
MAC003696,ACORN-H,2
MAC003697,ACORN-H,0
MAC003698,ACORN-L,1
MAC003699,ACORN-H,0
MAC003700,ACORN-P,1
MAC003701,ACORN-H,2
MAC003702,ACORN-H,0
MAC003703,ACORN-L,0
MAC003704,ACORN-N,0
MAC003705,ACORN-L,1
MAC003706,ACORN-L,0
MAC003707,ACORN-Q,1
MAC003708,ACORN-D,2
MAC003709,ACORN-D,0
MAC003710,ACORN-E,2
MAC003711,ACORN-E,2
MAC003712,ACORN-H,0
MAC003713,ACORN-G,0
MAC003714,ACORN-Q,1
MAC003715,ACORN-H,2
MAC003716,ACORN-E,2
MAC003717,ACORN-F,0
MAC003718,ACORN-A,2
MAC003719,ACORN-A,2
MAC003720,ACORN-H,2
MAC003721,ACORN-J,2
MAC003722,ACORN-H,2
MAC003723,ACORN-H,0
MAC003724,ACORN-E,2
MAC003725,ACORN-E,0
MAC003726,ACORN-L,1
MAC003727,ACORN-L,1
MAC003728,ACORN-L,0
MAC003729,ACORN-G,2
MAC003730,ACORN-O,0
MAC003731,ACORN-C,2
MAC003732,ACORN-H,0
MAC003733,ACORN-G,0
MAC003734,ACORN-G,2
MAC003735,ACORN-G,2
MAC003736,ACORN-C,0
MAC003737,ACORN-A,0
MAC003738,ACORN-L,1
MAC003739,ACORN-J,2
MAC003740,ACORN-A,2
MAC003741,ACORN-Q,1
MAC003742,ACORN-O,1
MAC003743,ACORN-H,2
MAC003744,ACORN-O,1
MAC003745,ACORN-C,2
MAC003746,ACORN-E,0
MAC003747,ACORN-Q,1
MAC003748,ACORN-C,0
MAC003749,ACORN-M,0
MAC003750,ACORN-H,0
MAC003751,ACORN-J,2
MAC003752,ACORN-L,1
MAC003753,ACORN-H,2
MAC003754,ACORN-H,2
MAC003755,ACORN-C,2
MAC003756,ACORN-O,1
MAC003757,ACORN-L,1
MAC003758,ACORN-H,0
MAC003759,ACORN-H,2
MAC003760,ACORN-G,0
MAC003761,ACORN-Q,1
MAC003762,ACORN-C,2
MAC003763,ACORN-L,1
MAC003764,ACORN-K,0
MAC003765,ACORN-L,1
MAC003766,ACORN-C,2
MAC003767,ACORN-Q,1
MAC003768,ACORN-H,0
MAC003769,ACORN-M,1
MAC003770,ACORN-L,1
MAC003771,ACORN-G,2
MAC003772,ACORN-O,0
MAC003773,ACORN-L,0
MAC003774,ACORN-I,2
MAC003775,ACORN-A,0
MAC003776,ACORN-C,0
MAC003777,ACORN-E,2
MAC003778,ACORN-J,2
MAC003779,ACORN-O,0
MAC003780,ACORN-U,1
MAC003781,ACORN-N,1
MAC003782,ACORN-C,2
MAC003783,ACORN-L,1
MAC003784,ACORN-H,0
MAC003785,ACORN-L,1
MAC003786,ACORN-M,1
MAC003787,ACORN-C,2
MAC003788,ACORN-J,2
MAC003789,ACORN-E,0
MAC003790,ACORN-E,2
MAC003791,ACORN-J,2
MAC003792,ACORN-Q,1
MAC003793,ACORN-L,1
MAC003794,ACORN-H,2
MAC003795,ACORN-H,0
MAC003796,ACORN-G,2
MAC003797,ACORN-O,1
MAC003798,ACORN-N,1
MAC003799,ACORN-I,0
MAC003800,ACORN-E,0
MAC003801,ACORN-H,2
MAC003802,ACORN-J,0
MAC003803,ACORN-I,2
MAC003804,ACORN-C,2
MAC003805,ACORN-A,2
MAC003806,ACORN-H,2
MAC003807,ACORN-A,0
MAC003808,ACORN-H,2
MAC003809,ACORN-H,2
MAC003810,ACORN-G,2
MAC003811,ACORN-F,0
MAC003812,ACORN-H,2
MAC003813,ACORN-Q,1
MAC003814,ACORN-G,2
MAC003815,ACORN-H,2
MAC003816,ACORN-L,1
MAC003817,ACORN-A,0
MAC003818,ACORN-E,0
MAC003819,ACORN-G,2
MAC003820,ACORN-H,0
MAC003821,ACORN-L,1
MAC003822,ACORN-B,2
MAC003823,ACORN-H,2
MAC003824,ACORN-N,1
MAC003825,ACORN-F,2
MAC003826,ACORN-A,0
MAC003827,ACORN-G,2
MAC003828,ACORN-G,2
MAC003829,ACORN-M,0
MAC003830,ACORN-G,2
MAC003831,ACORN-G,2
MAC003832,ACORN-H,0
MAC003833,ACORN-H,2
MAC003834,ACORN-H,2
MAC003835,ACORN-N,1
MAC003836,ACORN-L,0
MAC003837,ACORN-N,1
MAC003838,ACORN-L,0
MAC003839,ACORN-H,2
MAC003840,ACORN-A,2
MAC003841,ACORN-K,1
MAC003842,ACORN-H,2
MAC003843,ACORN-C,2
MAC003844,ACORN-A,0
MAC003845,ACORN-E,2
MAC003846,ACORN-J,2
MAC003847,ACORN-G,2
MAC003848,ACORN-L,0
MAC003849,ACORN-Q,1
MAC003850,ACORN-N,1
MAC003851,ACORN-A,2
MAC003852,ACORN-H,0
MAC003853,ACORN-Q,1
MAC003854,ACORN-E,2
MAC003855,ACORN-H,2
MAC003856,ACORN-A,0
MAC003857,ACORN-H,2
MAC003858,ACORN-J,0
MAC003859,ACORN-H,0
MAC003860,ACORN-U,0
MAC003861,ACORN-K,0
MAC003862,ACORN-L,1
MAC003863,ACORN-A,0
MAC003864,ACORN-I,2
MAC003865,ACORN-H,2
MAC003866,ACORN-H,2
MAC003867,ACORN-H,0
MAC003868,ACORN-G,2
MAC003869,ACORN-M,1
MAC003870,ACORN-G,2
MAC003871,ACORN-G,2
MAC003872,ACORN-Q,1
MAC003873,ACORN-H,2
MAC003874,ACORN-A,2
MAC003875,ACORN-H,2
MAC003876,ACORN-B,0
MAC003877,ACORN-J,0
MAC003878,ACORN-H,2
MAC003879,ACORN-H,0
MAC003880,ACORN-L,1
MAC003881,ACORN-I,0
MAC003882,ACORN-H,2
MAC003883,ACORN-O,1
MAC003884,ACORN-U,1
MAC003885,ACORN-Q,1
MAC003886,ACORN-P,1
MAC003887,ACORN-M,1
MAC003888,ACORN-H,0
MAC003889,ACORN-C,2
MAC003890,ACORN-L,1
MAC003891,ACORN-L,1
MAC003892,ACORN-I,2
MAC003893,ACORN-F,2
MAC003894,ACORN-L,1
MAC003895,ACORN-A,0
MAC003896,ACORN-H,2
MAC003897,ACORN-H,2
MAC003898,ACORN-E,2
MAC003899,ACORN-H,0
MAC003900,ACORN-B,2
MAC003901,ACORN-C,2
MAC003902,ACORN-L,0
MAC003903,ACORN-B,0
MAC003904,ACORN-G,0
MAC003905,ACORN-F,2
MAC003906,ACORN-E,0
MAC003907,ACORN-C,0
MAC003908,ACORN-B,2
MAC003909,ACORN-L,1
MAC003910,ACORN-E,2
MAC003911,ACORN-L,1
MAC003912,ACORN-C,2
MAC003913,ACORN-N,1
MAC003914,ACORN-C,0
MAC003915,ACORN-I,2
MAC003916,ACORN-U,1
MAC003917,ACORN-H,2
MAC003918,ACORN-L,1
MAC003919,ACORN-L,1
MAC003920,ACORN-E,2
MAC003921,ACORN-Q,1
MAC003922,ACORN-L,1
MAC003923,ACORN-N,1
MAC003924,ACORN-Q,1
MAC003925,ACORN-H,2
MAC003926,ACORN-H,2
MAC003927,ACORN-N,1
MAC003928,ACORN-F,2
MAC003929,ACORN-O,1
MAC003930,ACORN-H,2
MAC003931,ACORN-Q,1
MAC003932,ACORN-E,0
MAC003933,ACORN-C,2
MAC003934,ACORN-E,2
MAC003935,ACORN-Q,1
MAC003936,ACORN-Q,1
MAC003937,ACORN-F,2
MAC003938,ACORN-E,0
MAC003939,ACORN-N,1
MAC003940,ACORN-E,2
MAC003941,ACORN-F,2
MAC003942,ACORN-Q,1
MAC003943,ACORN-E,2
MAC003944,ACORN-E,2
MAC003945,ACORN-E,2
MAC003946,ACORN-E,0
MAC003947,ACORN-F,2
MAC003948,ACORN-P,1
MAC003949,ACORN-E,2
MAC003950,ACORN-F,2
MAC003951,ACORN-F,2
MAC003952,ACORN-E,2
MAC003953,ACORN-E,2
MAC003954,ACORN-E,2
MAC003955,ACORN-Q,1
MAC003956,ACORN-E,2
MAC003957,ACORN-F,2
MAC003958,ACORN-D,2
MAC003959,ACORN-H,2
MAC003960,ACORN-E,2
MAC003961,ACORN-M,0
MAC003962,ACORN-E,2
MAC003963,ACORN-F,2
MAC003964,ACORN-Q,1
MAC003965,ACORN-F,2
MAC003966,ACORN-E,2
MAC003967,ACORN-F,2
MAC003968,ACORN-G,2
MAC003969,ACORN-H,0
MAC003970,ACORN-E,2
MAC003971,ACORN-F,2
MAC003972,ACORN-L,0
MAC003973,ACORN-J,2
MAC003974,ACORN-E,2
MAC003975,ACORN-E,0
MAC003976,ACORN-N,0
MAC003977,ACORN-U,1
MAC003978,ACORN-Q,0
MAC003979,ACORN-F,0
MAC003980,ACORN-Q,1
MAC003981,ACORN-F,0
MAC003982,ACORN-Q,1
MAC003983,ACORN-F,2
MAC003984,ACORN-E,2
MAC003985,ACORN-E,2
MAC003986,ACORN-H,2
MAC003987,ACORN-D,0
MAC003988,ACORN-O,1
MAC003989,ACORN-F,2
MAC003990,ACORN-K,1
MAC003991,ACORN-H,2
MAC003992,ACORN-U,0
MAC003993,ACORN-E,0
MAC003994,ACORN-E,2
MAC003995,ACORN-P,1
MAC003996,ACORN-Q,1
MAC003997,ACORN-F,2
MAC003998,ACORN-F,2
MAC003999,ACORN-F,2
MAC004000,ACORN-E,0
MAC004001,ACORN-P,1
MAC004002,ACORN-H,2
MAC004003,ACORN-E,2
MAC004004,ACORN-Q,1
MAC004005,ACORN-Q,1
MAC004006,ACORN-D,2
MAC004007,ACORN-D,0
MAC004008,ACORN-P,1
MAC004009,ACORN-F,2
MAC004010,ACORN-U,1
MAC004011,ACORN-O,1
MAC004012,ACORN-H,2
MAC004013,ACORN-E,2
MAC004014,ACORN-E,0
MAC004015,ACORN-E,2
MAC004016,ACORN-D,0
MAC004017,ACORN-O,1
MAC004018,ACORN-Q,1
MAC004019,ACORN-Q,1
MAC004020,ACORN-E,2
MAC004021,ACORN-O,1
MAC004022,ACORN-E,2
MAC004023,ACORN-F,2
MAC004024,ACORN-F,2
MAC004025,ACORN-E,2
MAC004026,ACORN-D,2
MAC004027,ACORN-P,1
MAC004028,ACORN-Q,1
MAC004029,ACORN-C,2
MAC004030,ACORN-F,2
MAC004031,ACORN-H,2
MAC004032,ACORN-G,2
MAC004033,ACORN-L,1
MAC004034,ACORN-A,2
MAC004035,ACORN-E,2
MAC004036,ACORN-L,1
MAC004037,ACORN-F,2
MAC004038,ACORN-E,2
MAC004039,ACORN-F,2
MAC004040,ACORN-C,2
MAC004041,ACORN-E,2
MAC004042,ACORN-L,1
MAC004043,ACORN-M,1
MAC004044,ACORN-Q,1
MAC004045,ACORN-E,2
MAC004046,ACORN-E,2
MAC004047,ACORN-P,1
MAC004048,ACORN-H,0
MAC004049,ACORN-G,2
MAC004050,ACORN-F,2
MAC004051,ACORN-D,0
MAC004052,ACORN-Q,1
MAC004053,ACORN-F,2
MAC004054,ACORN-A,0
MAC004055,ACORN-E,0
MAC004056,ACORN-Q,1
MAC004057,ACORN-N,1
MAC004058,ACORN-J,2
MAC004059,ACORN-F,0
MAC004060,ACORN-G,2
MAC004061,ACORN-Q,1
MAC004062,ACORN-E,2
MAC004063,ACORN-F,2
MAC004064,ACORN-Q,1
MAC004065,ACORN-Q,1
MAC004066,ACORN-Q,1
MAC004067,ACORN-U,1
MAC004068,ACORN-E,2
MAC004069,ACORN-U,1
MAC004070,ACORN-D,0
MAC004071,ACORN-Q,1
MAC004072,ACORN-E,2
MAC004073,ACORN-E,2
MAC004074,ACORN-Q,1
MAC004075,ACORN-D,2
MAC004076,ACORN-O,1
MAC004077,ACORN-K,1
MAC004078,ACORN-Q,1
MAC004079,ACORN-Q,1
MAC004080,ACORN-E,2
MAC004081,ACORN-H,2
MAC004082,ACORN-E,0
MAC004083,ACORN-L,1
MAC004084,ACORN-E,2
MAC004085,ACORN-O,1
MAC004086,ACORN-P,1
MAC004087,ACORN-E,0
MAC004088,ACORN-Q,1
MAC004089,ACORN-Q,1
MAC004090,ACORN-F,2
MAC004091,ACORN-D,0
MAC004092,ACORN-Q,1
MAC004093,ACORN-F,2
MAC004094,ACORN-E,2
MAC004095,ACORN-H,2
MAC004096,ACORN-E,2
MAC004097,ACORN-Q,1
MAC004098,ACORN-H,2
MAC004099,ACORN-E,2
MAC004100,ACORN-P,1
MAC004101,ACORN-Q,1
MAC004102,ACORN-E,0
MAC004103,ACORN-N,1
MAC004104,ACORN-Q,1
MAC004105,ACORN-E,2
MAC004106,ACORN-E,2
MAC004107,ACORN-H,0
MAC004108,ACORN-C,2
MAC004109,ACORN-Q,1
MAC004110,ACORN-Q,1
MAC004111,ACORN-D,2
MAC004112,ACORN-E,0
MAC004113,ACORN-L,1
MAC004114,ACORN-H,2
MAC004115,ACORN-E,0
MAC004116,ACORN-E,2
MAC004117,ACORN-F,2
MAC004118,ACORN-E,2
MAC004119,ACORN-Q,1
MAC004120,ACORN-J,2
MAC004121,ACORN-F,2
MAC004122,ACORN-F,2
MAC004123,ACORN-Q,1
MAC004124,ACORN-F,2
MAC004125,ACORN-L,1
MAC004126,ACORN-F,2
MAC004127,ACORN-F,2
MAC004128,ACORN-N,1
MAC004129,ACORN-Q,1
MAC004130,ACORN-G,2
MAC004131,ACORN-K,0
MAC004132,ACORN-E,2
MAC004133,ACORN-F,2
MAC004134,ACORN-G,2
MAC004135,ACORN-F,0
MAC004136,ACORN-E,2
MAC004137,ACORN-E,2
MAC004138,ACORN-G,2
MAC004139,ACORN-E,0
MAC004140,ACORN-Q,1
MAC004141,ACORN-K,1
MAC004142,ACORN-U,1
MAC004143,ACORN-E,2
MAC004144,ACORN-E,2
MAC004145,ACORN-F,2
MAC004146,ACORN-E,2
MAC004147,ACORN-H,2
MAC004148,ACORN-E,2
MAC004149,ACORN-J,2
MAC004150,ACORN-Q,1
MAC004151,ACORN-G,2
MAC004152,ACORN-E,2
MAC004153,ACORN-E,2
MAC004154,ACORN-Q,1
MAC004155,ACORN-H,2
MAC004156,ACORN-Q,1
MAC004157,ACORN-F,2
MAC004158,ACORN-E,2
MAC004159,ACORN-E,2
MAC004160,ACORN-L,1
MAC004161,ACORN-Q,1
MAC004162,ACORN-E,2
MAC004163,ACORN-F,2
MAC004164,ACORN-N,1
MAC004165,ACORN-O,1
MAC004166,ACORN-H,2
MAC004167,ACORN-H,2
MAC004168,ACORN-Q,1
MAC004169,ACORN-L,1
MAC004170,ACORN-F,0
MAC004171,ACORN-E,2
MAC004172,ACORN-K,0
MAC004173,ACORN-E,0
MAC004174,ACORN-E,2
MAC004175,ACORN-F,2
MAC004176,ACORN-E,2
MAC004177,ACORN-L,1
MAC004178,ACORN-D,0
MAC004179,ACORN-A,0
MAC004180,ACORN-Q,1
MAC004181,ACORN-E,0
MAC004182,ACORN-Q,1
MAC004183,ACORN-Q,1
MAC004184,ACORN-E,2
MAC004185,ACORN-E,2
MAC004186,ACORN-K,1
MAC004187,ACORN-Q,1
MAC004188,ACORN-F,2
MAC004189,ACORN-F,2
MAC004190,ACORN-P,1
MAC004191,ACORN-E,2
MAC004192,ACORN-E,2
MAC004193,ACORN-D,0
MAC004194,ACORN-E,2
MAC004195,ACORN-E,0
MAC004196,ACORN-E,2
MAC004197,ACORN-F,0
MAC004198,ACORN-D,0
MAC004199,ACORN-P,1
MAC004200,ACORN-N,1
MAC004201,ACORN-F,2
MAC004202,ACORN-F,2
MAC004203,ACORN-F,0
MAC004204,ACORN-G,0
MAC004205,ACORN-D,2
MAC004206,ACORN-H,2
MAC004207,ACORN-L,1
MAC004208,ACORN-Q,1
MAC004209,ACORN-Q,1
MAC004210,ACORN-E,2
MAC004211,ACORN-E,2
MAC004212,ACORN-F,2
MAC004213,ACORN-E,2
MAC004214,ACORN-H,2
MAC004215,ACORN-U,1
MAC004216,ACORN-E,0
MAC004217,ACORN-F,0
MAC004218,ACORN-D,0
MAC004219,ACORN-E,2
MAC004220,ACORN-F,2
MAC004221,ACORN-E,2
MAC004222,ACORN-H,2
MAC004223,ACORN-F,2
MAC004224,ACORN-L,0
MAC004225,ACORN-D,0
MAC004226,ACORN-F,2
MAC004227,ACORN-E,2
MAC004228,ACORN-Q,1
MAC004229,ACORN-F,2
MAC004230,ACORN-F,2
MAC004231,ACORN-Q,1
MAC004232,ACORN-Q,1
MAC004233,ACORN-E,2
MAC004234,ACORN-L,1
MAC004235,ACORN-F,2
MAC004236,ACORN-Q,1
MAC004237,ACORN-F,2
MAC004238,ACORN-E,2
MAC004239,ACORN-E,2
MAC004240,ACORN-K,1
MAC004241,ACORN-K,1
MAC004242,ACORN-D,2
MAC004243,ACORN-O,1
MAC004244,ACORN-J,2
MAC004245,ACORN-E,2
MAC004246,ACORN-Q,1
MAC004247,ACORN-A,0
MAC004248,ACORN-L,1
MAC004249,ACORN-C,0
MAC004250,ACORN-K,1
MAC004251,ACORN-E,2
MAC004252,ACORN-E,2
MAC004253,ACORN-F,2
MAC004254,ACORN-F,2
MAC004255,ACORN-H,2
MAC004256,ACORN-N,1
MAC004257,ACORN-F,2
MAC004258,ACORN-A,0
MAC004259,ACORN-L,1
MAC004260,ACORN-E,2
MAC004261,ACORN-L,1
MAC004262,ACORN-H,2
MAC004263,ACORN-D,2
MAC004264,ACORN-H,2
MAC004265,ACORN-N,1
MAC004266,ACORN-E,2
MAC004267,ACORN-F,2
MAC004268,ACORN-Q,1
MAC004269,ACORN-E,2
MAC004270,ACORN-F,0
MAC004271,ACORN-G,0
MAC004272,ACORN-E,2
MAC004273,ACORN-L,1
MAC004274,ACORN-F,2
MAC004275,ACORN-H,2
MAC004276,ACORN-D,0
MAC004277,ACORN-H,2
MAC004278,ACORN-E,0
MAC004279,ACORN-H,2
MAC004280,ACORN-D,0
MAC004281,ACORN-Q,1
MAC004282,ACORN-F,2
MAC004283,ACORN-P,1
MAC004284,ACORN-F,0
MAC004285,ACORN-F,0
MAC004286,ACORN-N,1
MAC004287,ACORN-B,2
MAC004288,ACORN-F,2
MAC004289,ACORN-E,2
MAC004290,ACORN-F,0
MAC004291,ACORN-Q,1
MAC004292,ACORN-D,2
MAC004293,ACORN-Q,1
MAC004294,ACORN-E,2
MAC004295,ACORN-L,1
MAC004296,ACORN-F,2
MAC004297,ACORN-H,2
MAC004298,ACORN-E,2
MAC004299,ACORN-F,0
MAC004300,ACORN-E,2
MAC004301,ACORN-F,2
MAC004302,ACORN-Q,1
MAC004303,ACORN-E,2
MAC004304,ACORN-F,2
MAC004305,ACORN-Q,1
MAC004306,ACORN-L,1
MAC004307,ACORN-F,2
MAC004308,ACORN-E,2
MAC004309,ACORN-N,1
MAC004310,ACORN-F,2
MAC004311,ACORN-D,2
MAC004312,ACORN-F,2
MAC004313,ACORN-F,2
MAC004314,ACORN-J,2
MAC004315,ACORN-F,2
MAC004316,ACORN-L,1
MAC004317,ACORN-E,2
MAC004318,ACORN-D,2
MAC004319,ACORN-A,0
MAC004320,ACORN-E,2
MAC004321,ACORN-H,2
MAC004322,ACORN-H,2
MAC004323,ACORN-U,1
MAC004324,ACORN-Q,1
MAC004325,ACORN-E,0
MAC004326,ACORN-H,2
MAC004327,ACORN-E,2
MAC004328,ACORN-E,2
MAC004329,ACORN-O,1
MAC004330,ACORN-E,0
MAC004331,ACORN-Q,1
MAC004332,ACORN-E,0
MAC004333,ACORN-Q,0
MAC004334,ACORN-E,2
MAC004335,ACORN-Q,1
MAC004336,ACORN-C,2
MAC004337,ACORN-F,2
MAC004338,ACORN-G,2
MAC004339,ACORN-E,2
MAC004340,ACORN-D,0
MAC004341,ACORN-E,0
MAC004342,ACORN-E,2
MAC004343,ACORN-E,2
MAC004344,ACORN-I,2
MAC004345,ACORN-E,0
MAC004346,ACORN-E,2
MAC004347,ACORN-E,2
MAC004348,ACORN-D,0
MAC004349,ACORN-E,0
MAC004350,ACORN-Q,1
MAC004351,ACORN-E,0
MAC004352,ACORN-E,2
MAC004353,ACORN-E,0
MAC004354,ACORN-H,2
MAC004355,ACORN-E,0
MAC004356,ACORN-E,2
MAC004357,ACORN-Q,1
MAC004358,ACORN-Q,1
MAC004359,ACORN-N,1
MAC004360,ACORN-D,2
MAC004361,ACORN-G,2
MAC004362,ACORN-F,0
MAC004363,ACORN-E,2
MAC004364,ACORN-D,2
MAC004365,ACORN-M,1
MAC004366,ACORN-Q,1
MAC004367,ACORN-C,2
MAC004368,ACORN-F,2
MAC004369,ACORN-C,0
MAC004370,ACORN-Q,1
MAC004371,ACORN-F,2
MAC004372,ACORN-M,1
MAC004373,ACORN-E,2
MAC004374,ACORN-A,0
MAC004375,ACORN-F,2
MAC004376,ACORN-O,1
MAC004377,ACORN-E,2
MAC004378,ACORN-F,2
MAC004379,ACORN-E,2
MAC004380,ACORN-E,2
MAC004381,ACORN-Q,1
MAC004382,ACORN-Q,1
MAC004383,ACORN-E,2
MAC004384,ACORN-Q,1
MAC004385,ACORN-D,0
MAC004386,ACORN-D,0
MAC004387,ACORN-A,2
MAC004388,ACORN-E,2
MAC004389,ACORN-D,0
MAC004390,ACORN-E,2
MAC004391,ACORN-H,2
MAC004392,ACORN-E,2
MAC004393,ACORN-Q,1
MAC004394,ACORN-E,2
MAC004395,ACORN-Q,1
MAC004396,ACORN-F,2
MAC004397,ACORN-I,2
MAC004398,ACORN-E,2
MAC004399,ACORN-D,2
MAC004400,ACORN-F,0
MAC004401,ACORN-I,2
MAC004402,ACORN-E,2
MAC004403,ACORN-Q,1
MAC004404,ACORN-E,2
MAC004405,ACORN-Q,1
MAC004406,ACORN-C,2
MAC004407,ACORN-N,0
MAC004408,ACORN-B,2
MAC004409,ACORN-D,0
MAC004410,ACORN-E,0
MAC004411,ACORN-E,0
MAC004412,ACORN-F,2
MAC004413,ACORN-E,2
MAC004414,ACORN-N,1
MAC004415,ACORN-C,2
MAC004416,ACORN-Q,1
MAC004417,ACORN-B,2
MAC004418,ACORN-F,2
MAC004419,ACORN-Q,1
MAC004420,ACORN-F,0
MAC004421,ACORN-E,2
MAC004422,ACORN-Q,1
MAC004423,ACORN-H,2
MAC004424,ACORN-E,2
MAC004425,ACORN-Q,1
MAC004426,ACORN-E,2
MAC004427,ACORN-Q,1
MAC004428,ACORN-E,0
MAC004429,ACORN-F,2
MAC004430,ACORN-E,2
MAC004431,ACORN-A,0
MAC004432,ACORN-E,2
MAC004433,ACORN-L,0
MAC004434,ACORN-D,0
MAC004435,ACORN-Q,1
MAC004436,ACORN-A,2
MAC004437,ACORN-Q,1
MAC004438,ACORN-E,2
MAC004439,ACORN-D,2
MAC004440,ACORN-H,2
MAC004441,ACORN-F,2
MAC004442,ACORN-Q,1
MAC004443,ACORN-E,2
MAC004444,ACORN-F,2
MAC004445,ACORN-F,2
MAC004446,ACORN-E,0
MAC004447,ACORN-C,2
MAC004448,ACORN-D,2
MAC004449,ACORN-E,0
MAC004450,ACORN-G,2
MAC004451,ACORN-F,2
MAC004452,ACORN-E,2
MAC004453,ACORN-Q,1
MAC004454,ACORN-E,2
MAC004455,ACORN-C,0
MAC004456,ACORN-F,0
MAC004457,ACORN-H,2
MAC004458,ACORN-E,0
MAC004459,ACORN-Q,1
MAC004460,ACORN-G,0
MAC004461,ACORN-Q,1
MAC004462,ACORN-Q,1
MAC004463,ACORN-E,2
MAC004464,ACORN-K,1
MAC004465,ACORN-Q,1
MAC004466,ACORN-F,2
MAC004467,ACORN-U,1
MAC004468,ACORN-E,0
MAC004469,ACORN-Q,0
MAC004470,ACORN-E,0
MAC004471,ACORN-E,2
MAC004472,ACORN-F,2
MAC004473,ACORN-E,2
MAC004474,ACORN-E,2
MAC004475,ACORN-D,2
MAC004476,ACORN-E,2
MAC004477,ACORN-E,2
MAC004478,ACORN-F,2
MAC004479,ACORN-O,1
MAC004480,ACORN-E,0
MAC004481,ACORN-Q,1
MAC004482,ACORN-E,2
MAC004483,ACORN-F,2
MAC004484,ACORN-G,0
MAC004485,ACORN-G,2
MAC004486,ACORN-Q,1
MAC004487,ACORN-E,0
MAC004488,ACORN-F,0
MAC004489,ACORN-Q,1
MAC004490,ACORN-L,1
MAC004491,ACORN-H,2
MAC004492,ACORN-F,2
MAC004493,ACORN-N,0
MAC004494,ACORN-H,2
MAC004495,ACORN-Q,1
MAC004496,ACORN-E,2
MAC004497,ACORN-L,0
MAC004498,ACORN-Q,1
MAC004499,ACORN-F,2
MAC004500,ACORN-E,2
MAC004501,ACORN-H,2
MAC004502,ACORN-F,2
MAC004503,ACORN-Q,1
MAC004504,ACORN-C,0
MAC004505,ACORN-L,1
MAC004506,ACORN-J,2
MAC004507,ACORN-L,1
MAC004508,ACORN-K,1
MAC004509,ACORN-C,2
MAC004510,ACORN-E,2
MAC004511,ACORN-E,2
MAC004512,ACORN-E,2
MAC004513,ACORN-Q,1
MAC004514,ACORN-Q,1
MAC004515,ACORN-U,0
MAC004516,ACORN-Q,1
MAC004517,ACORN-E,2
MAC004518,ACORN-E,2
MAC004519,ACORN-E,2
MAC004520,ACORN-Q,1
MAC004521,ACORN-F,0
MAC004522,ACORN-E,2
MAC004523,ACORN-F,2
MAC004524,ACORN-M,1
MAC004525,ACORN-E,2
MAC004526,ACORN-F,2
MAC004527,ACORN-D,0
MAC004528,ACORN-E,2
MAC004529,ACORN-A,2
MAC004530,ACORN-Q,1
MAC004531,ACORN-E,2
MAC004532,ACORN-L,1
MAC004533,ACORN-Q,1
MAC004534,ACORN-E,2
MAC004535,ACORN-E,2
MAC004536,ACORN-E,2
MAC004537,ACORN-E,2
MAC004538,ACORN-E,2
MAC004539,ACORN-D,2
MAC004540,ACORN-Q,1
MAC004541,ACORN-Q,1
MAC004542,ACORN-H,2
MAC004543,ACORN-A,0
MAC004544,ACORN-Q,1
MAC004545,ACORN-F,2
MAC004546,ACORN-K,1
MAC004547,ACORN-P,1
MAC004548,ACORN-E,0
MAC004549,ACORN-E,0
MAC004550,ACORN-P,1
MAC004551,ACORN-F,2
MAC004552,ACORN-E,0
MAC004553,ACORN-E,0
MAC004554,ACORN-A,2
MAC004555,ACORN-E,0
MAC004556,ACORN-E,2
MAC004557,ACORN-F,0
MAC004558,ACORN-Q,0
MAC004559,ACORN-P,1
MAC004560,ACORN-E,2
MAC004561,ACORN-E,0
MAC004562,ACORN-E,0
MAC004563,ACORN-Q,0
MAC004564,ACORN-E,2
MAC004565,ACORN-E,0
MAC004566,ACORN-L,0
MAC004567,ACORN-B,2
MAC004568,ACORN-Q,1
MAC004569,ACORN-Q,1
MAC004570,ACORN-U,1
MAC004571,ACORN-E,0
MAC004572,ACORN-F,2
MAC004573,ACORN-Q,1
MAC004574,ACORN-E,2
MAC004575,ACORN-Q,1
MAC004576,ACORN-L,0
MAC004577,ACORN-Q,1
MAC004578,ACORN-F,2
MAC004579,ACORN-E,2
MAC004580,ACORN-F,2
MAC004581,ACORN-E,2
MAC004582,ACORN-E,0
MAC004583,ACORN-Q,1
MAC004584,ACORN-E,2
MAC004585,ACORN-C,2
MAC004586,ACORN-E,0
MAC004587,ACORN-U,0
MAC004588,ACORN-F,2
MAC004589,ACORN-L,1
MAC004590,ACORN-D,2
MAC004591,ACORN-Q,1
MAC004592,ACORN-E,2
MAC004593,ACORN-A,0
MAC004594,ACORN-Q,1
MAC004595,ACORN-E,2
MAC004596,ACORN-J,2
MAC004597,ACORN-Q,1
MAC004598,ACORN-Q,1
MAC004599,ACORN-Q,1
MAC004600,ACORN-F,2
MAC004601,ACORN-E,2
MAC004602,ACORN-Q,1
MAC004603,ACORN-K,1
MAC004604,ACORN-E,2
MAC004605,ACORN-E,2
MAC004606,ACORN-E,2
MAC004607,ACORN-Q,1
MAC004608,ACORN-F,2
MAC004609,ACORN-H,2
MAC004610,ACORN-E,2
MAC004611,ACORN-D,0
MAC004612,ACORN-Q,1
MAC004613,ACORN-E,2
